0,0.03085249,ECS
0,0.045548624,ECS
0,0.053122784,ECS
171,0.059126842,ECS
171,0.066962051,ECS
171,0.031616505,ECS
523,0.025819184,ECS
523,0.028979619,ECS
523,0.0535964,ECS
830,0.057205752,ECS
830,0.057803768,ECS
830,0.069838824,ECS
1208,0.094720281,ECS
1208,0.086990381,ECS
1208,0.080244707,ECS
1532,0.076699384,ECS
1532,0.039438195,ECS
1532,0.059295993,ECS
1742,0.039438765,ECS
1742,0.051925666,ECS
1742,0.028490584,ECS
1899,0.052037919,ECS
1899,0.088867127,ECS
1899,0.056338881,ECS
2132,0.062547751,ECS
2132,0.082779817,ECS
2132,0.151676661,ECS
2475,0.093572298,ECS
2475,0.125009465,ECS
2475,0.130494105,ECS
2868,0.045373383,ECS
2868,0.040333772,ECS
2868,0.054467773,ECS
3059,0.02949813,ECS
3059,0.019994892,ECS
3059,0.034568684,ECS
3178,0.059675136,ECS
3178,0.060234171,ECS
3178,0.098533278,ECS
3433,0.063141763,ECS
3433,0.031989414,ECS
3433,0.040102095,ECS
3613,0.023229581,ECS
3613,0.018279824,ECS
3613,0.020821118,ECS
3709,0.096396292,ECS
3709,0.023420049,ECS
3709,0.057040468,ECS
3922,0.049508895,ECS
3922,0.060506352,ECS
3922,0.076861011,ECS
4154,0.081239528,ECS
4154,0.100073888,ECS
4154,0.098539141,ECS
4483,0.086423009,ECS
4483,0.125078765,ECS
4483,0.04605676,ECS
4775,0.067439705,ECS
4775,0.044034608,ECS
4775,0.113415209,ECS
5042,0.031616668,ECS
5042,0.049175036,ECS
5042,0.040999837,ECS
5204,0.032596401,ECS
5204,0.039094218,ECS
5204,0.019430404,ECS
5331,0.021600083,ECS
5331,0.163008041,ECS
5331,0.153488082,ECS
5714,0.09520915,ECS
5714,0.044423645,ECS
5714,0.099040747,ECS
6008,0.056208332,ECS
6008,0.11732574,ECS
6008,0.036939721,ECS
6263,0.104472307,ECS
6263,0.047142148,ECS
6263,0.073808563,ECS
6628,0.075168266,ECS
6628,0.071915872,ECS
6628,0.088458768,ECS
6906,0.025589386,ECS
6906,0.059021392,ECS
6906,0.027626641,ECS
7063,0.051860034,Lambda
7063,0.04654168,Lambda
7063,0.048739632,Lambda
7491,0.018361915,ECS
7491,0.031073142,ECS
7491,0.028013225,ECS
7604,0.089156218,ECS
7604,0.041258474,ECS
7604,0.03002347,ECS
7805,0.025347089,ECS
7805,0.037730294,ECS
7805,0.090786065,ECS
7997,0.081550822,ECS
7997,0.124942559,ECS
7997,0.034933405,ECS
8278,0.018306766,ECS
8278,0.09928702,ECS
8278,0.024365015,ECS
8455,0.057673775,ECS
8455,0.087738876,ECS
8455,0.035327833,ECS
8675,0.051539588,ECS
8675,0.093199338,ECS
8675,0.043705269,ECS
8898,0.076284319,ECS
8898,0.055573464,ECS
8898,0.069900955,ECS
9153,0.041000964,ECS
9153,0.079692207,ECS
9153,0.04835083,ECS
9359,0.070719305,ECS
9359,0.094504602,ECS
9359,0.075467769,ECS
9633,0.049583704,Lambda
9633,0.043702912,Lambda
9633,0.041265946,Lambda
10088,0.040240357,ECS
