0,0.049197249
0,0.045465035
0,0.041981108
421,0.055144467
421,0.064018245
421,0.050850514
768,0.049905814
768,0.05204354
768,0.049917299
1045,0.047474805
1045,0.050473046
1045,0.043233304
1309,0.05680146
1309,0.046978628
1309,0.048201698
1603,0.043679965
1603,0.050753179
1603,0.048230901
1863,0.047904756
1863,0.049925026
1863,0.04785872
2133,0.059222217
2133,0.046433538
2133,0.060512393
2448,0.040551682
2448,0.042912153
2448,0.046633512
2701,0.043215775
2701,0.044978634
2701,0.047879324
2959,0.05059317
2959,0.050697795
2959,0.045866774
3247,0.044688668
3247,0.044803044
3247,0.045143289
3502,0.047991972
3502,0.049814911
3502,0.050290198
3775,0.054762652
3775,0.047281147
3775,0.048892162
4083,0.044026397
4083,0.041922536
4083,0.051358996
4343,0.042219729
4343,0.046641129
4343,0.045043186
4602,0.060388134
4602,0.05103669
4602,0.04897447
4913,0.043773031
4913,0.045960925
4913,0.047534953
5173,0.049615619
5173,0.043643911
5173,0.051528319
5444,0.057806099
5444,0.058590395
5444,0.069628589
5775,0.047997559
5775,0.045140204
5775,0.04300358
6028,0.044022352
6028,0.046734177
6028,0.04473711
6287,0.05479136
6287,0.048983702
6287,0.060737456
6713,0.043530343
6713,0.049325736
6713,0.044775004
6976,0.050252855
6976,0.046888614
6976,0.043017033
7250,0.050842113
7250,0.050852923
7250,0.054477654
7559,0.04671083
7559,0.046588379
7559,0.049210511
7836,0.04808851
7836,0.045744771
7836,0.051878317
8196,0.060487437
8196,0.052254035
8196,0.058506905
8618,0.078061521
8618,0.040874536
8618,0.047188647
8907,0.045830108
8907,0.047015245
8907,0.047906889
9289,0.055825771
9289,0.044937664
9289,0.052313981
9695,0.041626625
9695,0.059674749
9695,0.067530503
10083,0.045645884
10083,0.047996761
10083,0.046928945
10426,0.0510742
10426,0.050747875
10426,0.061707084
10644,0.04044238
10644,0.042277742
10644,0.049300606
10808,0.061350957
10808,0.056187002
10808,0.043261531
11002,0.057579507
11002,0.050243002
11002,0.048653318
11209,0.040881999
11209,0.045196509
11209,0.044512603
11372,0.053674127
11372,0.112810721
11372,0.067142027
11638,0.058687348
11638,0.058868519
11638,0.048358412
11841,0.054372474
11841,0.050558218
11841,0.042801011
12022,0.048805894
12022,0.045157796
12022,0.051033855
12200,0.053676586
12200,0.045618417
12200,0.050718972
12387,0.043353692
12387,0.04516235
12387,0.043686056
12551,0.047944759
12551,0.050261758
12551,0.044872772
12728,0.055388642
12728,0.04992087
12728,0.050794506
12920,0.048348483
12920,0.044038971
12920,0.06099564
13107,0.051170363
13107,0.043421833
13107,0.043216399
13278,0.050243808
13278,0.048717946
13278,0.051932846
13466,0.044227429
13466,0.081712893
13466,0.053518709
13677,0.05384975
13677,0.045451059
13677,0.053325404
13863,0.05085407
13863,0.048985859
13863,0.045456557
14045,0.050002207
14045,0.059795996
14045,0.043766228
14232,0.057751306
14232,0.043778437
14232,0.047744226
14415,0.051483842
14415,0.046840289
14415,0.054494537
14604,0.041623455
14604,0.040934288
14604,0.045934643
14766,0.045252226
14766,0.044467373
14766,0.047774628
14938,0.058134144
14938,0.059905571
14938,0.058552324
15151,0.043628576
15151,0.065978498
15151,0.047727829
15340,0.050065312
15340,0.047374334
15340,0.048339146
15518,0.068664473
15518,0.080575492
15518,0.051627944
15755,0.04643843
15755,0.042228865
15755,0.044938598
15921,0.062710886
15921,0.048971267
15921,0.07977351
16145,0.058378998
16145,0.050948451
16145,0.057028274
16347,0.09077282
16347,0.054333076
16347,0.045215242
16571,0.044601095
16571,0.049854545
16571,0.074085489
16772,0.055977798
16772,0.051905536
16772,0.052914316
16969,0.046014258
16969,0.051287164
16969,0.129157148
17228,0.065903483
17228,0.050246486
17228,0.047484451
17424,0.10345594
17424,0.054076793
17424,0.053329263
17671,0.064222805
17671,0.051203347
17671,0.093849824
17913,0.061239794
17913,0.052363373
17913,0.052344786
18111,0.05753331
18111,0.0522673
18111,0.049922508
18306,0.043153047
18306,0.049198987
18306,0.043159948
18473,0.047122217
18473,0.045436238
18473,0.0473908
18645,0.058628657
18645,0.063262234
18645,0.053778101
18857,0.042786115
18857,0.045954363
18857,0.046705193
19025,0.050535605
19025,0.054781399
19025,0.045412755
19208,0.060637776
19208,0.045718103
19208,0.050471275
19402,0.046252282
19402,0.043110973
19402,0.042563385
19567,0.0419603
19567,0.049204883
19567,0.046772221
19738,0.050232154
19738,0.050764056
19738,0.04858373
19924,0.041859207
19924,0.049458716
19924,0.048021407
20097,0.048738778
20097,0.042530577
20097,0.043574442
20265,0.057819929
20265,0.046941289
20265,0.047248823
20454,0.04456965
20454,0.053639603
20454,0.041480894
20626,0.04446635
20626,0.046299142
20626,0.047150498
20798,0.048572143
20798,0.050129824
20798,0.047217959
20981,0.041173847
20981,0.046222088
20981,0.057958107
21159,0.046507295
21159,0.045978124
21159,0.046636659
21331,0.051523117
21331,0.048578482
21331,0.05017335
21517,0.046253862
21517,0.041293214
21517,0.044506842
21682,0.050456162
21682,0.05150076
21682,0.048600631
21867,0.064906215
21867,0.051859617
21867,0.047936583
22067,0.040700981
22067,0.041510815
22067,0.04154626
22223,0.045002362
22223,0.045882372
22223,0.051983624
22397,0.051628491
22397,0.054965427
22397,0.049599358
22589,0.042160574
22589,0.043297005
22589,0.040463091
22746,0.109488627
22746,0.043193696
22746,0.042383975
22974,0.052659712
22974,0.048976407
22974,0.047691252
23158,0.048257874
23158,0.047945511
23158,0.042769451
23329,0.045754239
23329,0.048298713
23329,0.044193748
23500,0.05196466
