0,0.126077049,1769,Lambda
0,0.08088192,1769,Lambda
0,0.064491644,1769,Lambda
0,0.058732594,1769,Lambda
0,0.061377178,1769,Lambda
7951,0.058714235,1769,Lambda
7951,0.058348978,1769,Lambda
7951,0.057762624,1769,Lambda
7951,0.062336218,1769,Lambda
7951,0.060545674,1769,Lambda
13574,0.055197836,1769,Lambda
13574,0.058100192,1769,Lambda
13574,0.063110912,1769,Lambda
13574,0.062085082,1769,Lambda
13574,0.05534018,1769,Lambda
19142,0.067249274,1769,Lambda
19142,0.060264919,1769,Lambda
19142,0.061151365,1769,Lambda
19142,0.061410044,1769,Lambda
19142,0.055878062,1769,Lambda
24826,0.061120342,1769,Lambda
24826,0.064635111,1769,Lambda
24826,0.055592317,1769,Lambda
24826,0.062434306,1769,Lambda
24826,0.05898918,1769,Lambda
30481,0.050567396,1769,Lambda
30481,0.058378941,1769,Lambda
30481,0.057647275,1769,Lambda
30481,0.063299998,1769,Lambda
30481,0.060640053,1769,Lambda
36004,0.065488391,1769,Lambda
36004,0.055268668,1769,Lambda
36004,0.062586763,1769,Lambda
36004,0.059399117,1769,Lambda
36004,0.060325106,1769,Lambda
41686,0.062964999,1769,Lambda
41686,0.060881087,1769,Lambda
41686,0.058274721,1769,Lambda
41686,0.058605781,1769,Lambda
41686,0.06375207,1769,Lambda
47334,0.053517014,1769,Lambda
47334,0.062068556,1769,Lambda
47334,0.058816752,1769,Lambda
47334,0.059439098,1769,Lambda
47334,0.060484489,1769,Lambda
52904,0.0638646,1769,Lambda
52904,0.061816673,1769,Lambda
52904,0.058110913,1769,Lambda
52904,0.061047172,1769,Lambda
52904,0.060578103,1769,Lambda
58590,0.045574087,1769,Lambda
58590,0.055755388,1769,Lambda
58590,0.05706073,1769,Lambda
58590,0.063138889,1769,Lambda
58590,0.059807331,1769,Lambda
