0,0.050994029,Infer
0,0.043754774,Infer
0,0.043856497,Infer
0,0.045121483,Infer
0,0.042709005,Infer
5265,0.03659771,Infer
5265,0.040914416,Infer
5265,0.041517579,Infer
5265,0.041298288,Infer
5265,0.0438161,Infer
9834,0.044005189,Infer
9834,0.071774325,Infer
9834,0.042465847,Infer
9834,0.042850055,Infer
9834,0.046799754,Infer
14829,0.049826263,Infer
14829,0.036190427,Infer
14829,0.040464178,Infer
14829,0.041812388,Infer
14829,0.044303885,Infer
19472,0.043768627,Infer
19472,0.041367254,Infer
19472,0.050476741,Infer
19472,0.043298331,Infer
19472,0.04780845,Infer
24258,0.045468827,Infer
24258,0.044149629,Infer
24258,0.035306489,Infer
24258,0.041823179,Infer
24258,0.043566427,Infer
28878,0.041909551,Infer
28878,0.044698067,Infer
28878,0.048819345,Infer
28878,0.050329235,Infer
28878,0.042763687,Infer
33686,0.043563693,Infer
33686,0.045115039,Infer
33686,0.058716753,Infer
33686,0.036305483,Infer
33686,0.042133459,Infer
38457,0.043892729,Infer
38457,0.04696246,Infer
38457,0.043789875,Infer
38457,0.042917022,Infer
38457,0.050910906,Infer
43258,0.072544538,Infer
43258,0.042524866,Infer
43258,0.082609793,Infer
43258,0.157707569,Infer
43258,0.052079263,Infer
49855,0.040758923,Infer
49855,0.069466028,Infer
49855,0.043683126,Infer
49855,0.042340363,Infer
49855,0.044660444,Infer
54784,0.088971657,Infer
54784,0.158108228,Infer
54784,0.045507157,Infer
54784,0.045534735,Infer
54784,0.165815182,Infer
62345,0.036547571,Infer
62345,0.041359444,Infer
62345,0.041713376,Infer
62345,0.042075473,Infer
62345,0.06595643,Infer
67138,0.044547385,Infer
67138,0.050551178,Infer
67138,0.159490841,Infer
67138,0.043747857,Infer
67138,0.044523868,Infer
73084,0.164936814,Infer
73084,0.035604339,Infer
73084,0.06276212,Infer
73084,0.043740434,Infer
73084,0.043589918,Infer
79108,0.044642969,Infer
79108,0.043833752,Infer
79108,0.051528126,Infer
79108,0.159864043,Infer
79108,0.06064129,Infer
85229,0.156154195,Infer
85229,0.148483146,Infer
85229,0.176398697,Infer
85229,0.1584011,Infer
85229,0.041921114,Infer
94560,0.044060902,Infer
94560,0.065838105,Infer
94560,0.051587749,Infer
94560,0.165429363,Infer
94560,0.161602346,Infer
101961,0.164672537,Infer
