0,0.055602466,Infer
0,0.059085051,Infer
0,0.059208111,Infer
0,0.061404565,Infer
0,0.057756965,Infer
7037,0.057200197,Infer
7037,0.059636707,Infer
7037,0.059999843,Infer
7037,0.062098899,Infer
7037,0.058382255,Infer
12673,0.062975874,Infer
12673,0.060642181,Infer
12673,0.058655615,Infer
12673,0.057713749,Infer
12673,0.063964316,Infer
18381,0.055771332,Infer
18381,0.058740821,Infer
18381,0.063530663,Infer
18381,0.059326388,Infer
18381,0.05854459,Infer
23989,0.047777685,Infer
23989,0.06099784,Infer
23989,0.066470419,Infer
23989,0.052040952,Infer
23989,0.059765982,Infer
29502,0.059126835,Infer
29502,0.056106444,Infer
29502,0.057314642,Infer
29502,0.063901912,Infer
29502,0.055672044,Infer
35086,0.054116229,Infer
35086,0.06131123,Infer
35086,0.057251191,Infer
35086,0.059007286,Infer
35086,0.060085931,Infer
40625,0.054022416,Infer
40625,0.057023264,Infer
40625,0.060292614,Infer
40625,0.058986861,Infer
40625,0.047650493,Infer
46040,0.063070293,Infer
46040,0.05519599,Infer
46040,0.058816705,Infer
46040,0.062458246,Infer
46040,0.058036144,Infer
51658,0.060735333,Infer
51658,0.058628634,Infer
51658,0.058491423,Infer
51658,0.06020478,Infer
51658,0.047849591,Infer
57145,0.055919434,Infer
57145,0.059220779,Infer
57145,0.058471563,Infer
57145,0.056067832,Infer
57145,0.062130228,Infer
62714,0.049605501,Infer
62714,0.057750177,Infer
62714,0.058915326,Infer
62714,0.056962967,Infer
62714,0.06000445,Infer
68158,0.099738171,Infer
68158,0.058904766,Infer
68158,0.062306831,Infer
68158,0.061013309,Infer
68158,0.059864006,Infer
74229,0.06767137,Infer
74229,0.063401437,Infer
74229,0.054675974,Infer
74229,0.061818908,Infer
74229,0.059908318,Infer
79970,0.054030422,Infer
79970,0.071917918,Infer
79970,0.061467024,Infer
79970,0.060451462,Infer
79970,0.059756902,Infer
85708,0.052180973,Infer
85708,0.0594298,Infer
85708,0.056936428,Infer
85708,0.060455318,Infer
85708,0.060434258,Infer
91258,0.061731116,Infer
91258,0.056189729,Infer
91258,0.060594883,Infer
91258,0.061324963,Infer
91258,0.059057239,Infer
96909,0.068489888,Infer
96909,0.057665843,Infer
96909,0.062097185,Infer
96909,0.0617001,Infer
96909,0.089794487,Infer
102949,0.048140753,Infer
102949,0.058982311,Infer
102949,0.059892926,Infer
102949,0.059991258,Infer
102949,0.063303381,Infer
108509,0.053530676,Infer
108509,0.055316187,Infer
108509,0.063987688,Infer
108509,0.058443432,Infer
108509,0.060650452,Infer
114053,0.062659711,Infer
114053,0.046216243,Infer
114053,0.055787151,Infer
114053,0.057563909,Infer
114053,0.047180242,Infer
119395,0.06230306,Infer
119395,0.058418265,Infer
119395,0.059654258,Infer
119395,0.05899191,Infer
119395,0.046918066,Infer
124916,0.048212692,Infer
124916,0.056387537,Infer
124916,0.061733306,Infer
