0,0.130542399
0,0.125701084
0,0.124244102
9257,0.148827911
9257,0.142705605
9257,0.146965772
17543,0.117533618
17543,0.118068852
17543,0.118295798
24284,0.13450875
24284,0.122801516
24284,0.129449186
31463,0.151842951
31463,0.142515752
31463,0.147493909
39629,0.125516514
39629,0.117499102
39629,0.117498488
47720,0.127182609
47720,0.11938421
47720,0.129562968
55030,0.141252887
55030,0.141835175
55030,0.144547733
63175,0.11992893
63175,0.124191177
63175,0.112999749
71175,0.122938065
71175,0.123058762
71175,0.120175233
79634,0.140388505
79634,0.145167234
79634,0.14605906
88234,0.113538434
88234,0.111334566
88234,0.116296484
96188,0.126363888
96188,0.126895525
96188,0.12173509
103290,0.163682794
103290,0.147837947
103290,0.144239581
111734,0.14976898
111734,0.117968106
111734,0.120183478
118780,0.121282314
118780,0.12374718
118780,0.125140865
126090,0.153391954
126090,0.145412503
126090,0.141751266
134568,0.115981391
134568,0.116589102
134568,0.116081729
142436,0.118818247
142436,0.123991073
142436,0.120932557
150873,0.142760747
150873,0.137020767
150873,0.167141844
159323,0.123244333
159323,0.121669967
159323,0.127009566
166358,0.126034804
166358,0.14077932
166358,0.121856995
173644,0.142662691
173644,0.152557522
173644,0.14270556
