0,0.045883381,Lambda
0,0.050295479,Lambda
0,0.04409734,Lambda
382,0.061405356,Lambda
382,0.093471605,Lambda
382,0.063178886,Lambda
693,0.045798599,Lambda
693,0.052865247,Lambda
693,0.054654412,Lambda
922,0.043921981,Lambda
922,0.044218869,Lambda
922,0.045358472,Lambda
1132,0.048839414,Lambda
1132,0.046899155,Lambda
1132,0.050165279,Lambda
1361,0.040722719,Lambda
1361,0.043653084,Lambda
1361,0.042164848,Lambda
1565,0.044054353,Lambda
1565,0.045243602,Lambda
1565,0.049491298,Lambda
1784,0.047949738,Lambda
1784,0.047377935,Lambda
1784,0.049909881,Lambda
2013,0.047007446,Lambda
2013,0.045466601,Lambda
2013,0.046922682,Lambda
4308,0.055866179,Lambda
4308,0.049729752,Lambda
4308,0.047835496,Lambda
4541,0.059225201,Lambda
4541,0.05038831,Lambda
4541,0.053128531,Lambda
5854,0.041628709,Lambda
5854,0.046478357,Lambda
5854,0.047462913,Lambda
6068,0.041109439,Lambda
6068,0.043754428,Lambda
6068,0.043024755,Lambda
6277,0.054948444,Lambda
6277,0.050942676,Lambda
6277,0.058380533,Lambda
6522,0.044362964,Lambda
6522,0.044827407,Lambda
6522,0.068676696,Lambda
6763,0.044904603,Lambda
6763,0.042379149,Lambda
6763,0.041361412,Lambda
6971,0.055779764,Lambda
6971,0.045312104,Lambda
6971,0.054487476,Lambda
7206,0.042801458,Lambda
7206,0.046802601,Lambda
7206,0.040627647,Lambda
7414,0.046739357,Lambda
7414,0.040488402,Lambda
7414,0.04405095,Lambda
7629,0.049340931,Lambda
7629,0.047693375,Lambda
7629,1.295562229,Lambda
9105,0.046834646,Lambda
9105,0.051125852,Lambda
9105,0.048282473,Lambda
9327,0.046249092,Lambda
9327,0.049400266,Lambda
9327,0.044037795,Lambda
9543,0.053470551,Lambda
9543,0.052145352,Lambda
9543,0.056481193,Lambda
9784,0.040414437,Lambda
9784,0.043159701,Lambda
9784,0.041872267,Lambda
9983,0.049387896,Lambda
9983,0.046828262,Lambda
9983,0.048597185,Lambda
10204,0.045963998,Lambda
10204,0.047549064,Lambda
10204,0.060097346,Lambda
10447,0.039622694,Lambda
10447,0.039858199,Lambda
10447,0.039966938,Lambda
10644,0.051662822,Lambda
10644,0.043374274,Lambda
